NAME,RESORT_ID,IS_DATELESS
"Ski Banff-Lake Louise-Sunshine 1 Day Lift Tickets",275,0
"Killington 3 of 4 Day Lift Tickets",276,0
"Solitude 1 Day Lift Tickets",277,0
"Ski Liberty Lift Tickets",278,0
"Ski Roundtop Lift Tickets",279,0
"Ski Whitetail Lift Tickets",280,0
"Echo Mountain Lift Ticket 2 For 1 Offer",281,0
"Loveland 1 Day Lift Ticket + Rental",282,0
"Big Sky Buy-One-Get-One Deal",283,0
"Diamond Peak 2 Day Lift Tickets",284,0
"Ski Banff-Lake Louise-Sunshine 3 of 4 Day Lift Tickets",285,0
"China Peak 1 Day Lift Ticket",286,0
"Boyne Mountain 4 Hour Flex Pass",287,0
"Boyne Highlands 4 Hour Flex Pass",288,0
"Boyne Mountain Night Skiing",289,0
"Boyne Highlands Night Skiing (4pm-9pm)",290,0
"Boyne Mountain Unlimited 12 Hour Pass",291,0
"Boyne Highlands Unlimited 12 Hour Pass",292,0
"Boyne Highlands All Day Lift Ticket (9AM to 4:30PM)",293,0
"Snowbird 3 Day Lift Tickets",294,0
"Killington 2 Day Lift Tickets",295,0
"Park City VIP 1 Day Lift Ticket + Fast Tracks Deal",296,0
"Solitude 1 Day Lift Ticket + $10 Lunch Voucher",297,0
"New Resort",298,0
"Attitash 1 Day Lift Tickets",299,0
"Q Burke Mountain 3-Day Lift Tickets",300,0
"Stratton 1 Day Lift Tickets",301,0
"TEST Keystone 1 Day Lift Tickets",302,0
"Taos Ski Valley 4 of 5 Day Lift Tickets",303,0
"Ragged Mountain 1 Day Lift Welcome to Snow Package",304,0
"Magic Mountain 2 Day Lift Tickets",305,0
"Copper Mountain 1 Day Lift Ticket + $20 Lunch Voucher",306,0
"Sun Valley 3 of 5 Day Lift Tickets",307,0
"Blue Mountain Ski Area",308,0
"Deer Valley Guaranteed 1 Day Lift Tickets",309,0
"Jack Frost/Big Boulder ",310,0
"Seven Springs Mountain Resort",311,0
"Snowbasin Resort",312,0
"Keystone 3 of 5 Day Lift Ticket + $45 Meal *Incl Breckenridge Option",313,0
"Mission Ridge 1 Day Lift Tickets",314,0
"Mont Sainte Anne 3-Day Dual Mountain Pass",315,0
"Killington Unlimited Spring Pass",316,1
"Fernie Downhill Mountain Biking Package",363,0
"Fernie 3-Day Mountain Biking Lift Ticket",364,0
"Gore Mountain July 24 Downhill Mountain Biking Camp",366,0
"Gore Downhill Mountain Biking Ticket",369,0
"Lake Placid Bobsled Experience",370,0
"New Resort 1",371,0
"Whiteface Cloudsplitter Gondola Ride",372,0
"Whiteface - Lake Placid Olympic Sites Passport",373,0
"Panorama Mountain Village Mountain Biking",374,0
"Powderhorn 1 Day Lift Tickets",375,0
"Ski Barn Ski Rental at Snowshoe Mountain - Basic Ski Package",376,0
"Sun Valley All Day Lift Ticket + Kona Mountain Bike Rental",377,0
"Sun Valley Single Gondola Ride",378,0
"Sun Valley Unlimited Gondola Ticket",379,0
"Full Day Lift Ticket",380,0
"Sundance Resort Night Lift Tickets",381,0
"Aspen/Snowmass 2 Day Lift Ticket + Rental",382,0
"Trestle Bike Park Shop - Mountain Biking Program",383,0
"Winter Park Half Day Downhill Bike Park Package with Lift",384,0
"Winter Park Half Day Junior Downhill Bike Park Package",385,0
"Winter Park 3-Hour Cross Country Bike Package",386,0
"Massanutten Pathway Program - Learn to Ski Package",387,0
"Diablo Freeride Mountain Bike Tickets",388,0
"Sandia Peak All Day Summer Mountain Biking Pass",389,0
"Sandia Peak Ski & Tram All Day Summer Mountain Biking Pass",390,0
"Bull Mountain",391,0
"Bull Mountain Single Day",393,0
"RESORT Single Day Lift Ticket",394,0
"Red River Ski and Snowboard Area 2 Day Lift Tickets",395,0
"Red River Ski and Snowboard Area 3 Day Lift Tickets",396,0
"Waterville Valley 1 Day Lift Ticket + $10 Food Voucher",397,0
"Waterville Valley 1 Day Lift Ticket + Lesson",398,0
"Waterville Valley 2 Day Lift Tickets",399,0
"Whiteface 3 of 4 Day Lift Tickets",400,0
"Whiteface 1 Day Lift Ticket + Breakfast",401,0
"Whiteface 1 Day Lift Ticket + Rental",402,0
"Whiteface 1 Day Lift Ticket + $15 Lunch Voucher",403,0
"Fernie 2-Day Pass",404,0
"Fernie 2 of 3 Day Lift Tickets",405,0
"Angel Fire Resort Super Sunday Lift Tickets",406,0
"Angel Fire 2 Day Lift Tickets",407,0
"Taos Ski Valley 2 of 3 Day Lift Tickets",408,0
"Taos Ski Valley 5 Day Lift Tickets",409,0
"Taos Ski Valley 6 of 7 Day Pass",410,0
"Ski Butternut 1 Day Lift Tickets",411,0
"Ski Butternut 1st-Timers Learn-to-SKI or RIDE Package",412,0
"Ski Butternut 2 hr Tubing Ticket",413,0
"Wintergreen Resort Ski & Stay Package",414,0
"Tremblant 2-Day Lift Tickets",415,0
"Tremblant 3-Day Lift Tickets",416,0
"Massanutten 1 Day Lift Tickets",417,0
"Arapahoe Basin Pre Season Special 1 Day Lift Tickets",418,0
"Spirit Mountain Single Rider Alpine Coaster Ticket",419,0
"Spirit Mountain Double Rider Alpine Coaster Ticket",420,0
"Whiteface 1 Day Lift Ticket Early Season Special",421,0
"Great Canadian Two Day Unlimited Vertical Heli-Skiing",422,0
"Great Canadian Single Day Unlimited Vertical Heli-Skiing",423,0
"Mont Tremblant Lift Ticket + $10 Lunch Package",424,0
"Caberfae Peaks 2-Day Ticket",427,0
"Caberfae Peak Season Pass (Every Day)",428,1
"Cascade Mountain Superbowl Sunday Special",429,0
"Snowbird Bird and Burger Package",430,0
"Panorama Mountain Resort 4 of 5 Day Lift Tickets",431,0
"Copper Mountain 2 of 3 Day Lift Tickets",432,0
"Mount Snow 2 Day Lift Tickets",433,0
"Mount Snow 3 Day Lift Tickets",434,0
"Deer Valley 2-Day Pass",435,0
"Deer Valley 3-Day Pass",436,0
"Eagle Point Resort 1 Day Lift Tickets",437,0
"Ski Banff-Lake Louise-Sunshine 2 Day Lift Tickets",438,0
"Mt. Abram 1 Day Learn to Ski or Snowboard Package",439,0
"Mt. Abram 1 Day Lift Ticket + $10 Lunch Voucher",440,0
"Sugarbush 1 Day Lift Tickets",441,0
"Mt. Baldy Virtual Season Pass",442,1
"Mt. Rose 2 Day Lift Tickets",443,0
"Mt. Rose 3 Day Lift Tickets",444,0
"Mt. Rose 1 Day Lift Ticket + $10 Lunch Voucher",445,0
"Mt. Rose 2 Day Lift Ticket + Performance Rental",446,0
"Grand Geneva 1 Day Lift Tickets",447,0
"Mt. Bachelor 2 of 3 Day Lift Tickets",448,0
"Mt. Bachelor 2 Day Lift Ticket + Rental",449,0
"Revelstoke Mountain Resort 2 Day Lift Tickets",450,0
"Revelstoke Mountain Resort 3 Day Lift Tickets",451,0
"Revelstoke Mountain Resort 5 Day Lift Tickets",452,0
"Revelstoke Mountain Resort 4 Day Lift Tickets",453,0
"Panorama Mountain Resort 3 of 4 Day Lift Tickets",454,0
"Panorama Mountain Resort 2 Day Lift Tickets",455,0
"Mammoth Mountain 3 of 4 Day Pass",456,0
"Mammoth Mountain 4 of 5 Day Pass",457,0
"Mammoth Mountain 1 Day Lift Ticket + $12 Lunch Voucher",458,0
"Ski Barn Ski Rental at Snowshoe Mountain - Sport Ski Package",459,0
"Ski Barn Ski Rental at Snowshoe Mountain - Demo Ski Package",460,0
"Ski Barn Ski Rental at Snowshoe Mountain - Basic Snowboard Package ",461,0
"Ski Barn Ski Rental at Snowshoe Mountain - Demo Snowboard Package ",462,0
"Ski Barn Ski Rental at Canaan Valley - Basic Ski Package",463,0
"Ski Barn Ski Rental at Canaan Valley - Sport Ski Package",464,0
"Ski Barn Ski Rental at Canaan Valley - Basic Snowboard Package",465,0
"Ski Barn Ski Rental at Canaan Valley - Demo Ski Package ",466,0
"Ski Barn Ski Rental at Canaan Valley - Demo Snowboard Package ",467,0
"Ski Barn Ski Rental at Wintergreen - Basic Ski Package",468,0
"Ski Barn Ski Rental at Wintergreen - Sport Ski Package",469,0
"Ski Barn Ski Rental at Wintergreen - Demo Ski Package",470,0
"Ski Barn Ski Rental at Wintergreen - Demo Snowboard Package",471,0
"Ski Barn Ski Rental at Wintergreen - Basic Snowboard Package",472,0
"Ski Barn Ski Rental at Timberline Four Seasons - Sport Ski Package",473,0
"Ski Barn Ski Rental at Timberline Four Seasons - Basic Ski Package",474,0
"Ski Barn Ski Rental at Timberline Four Seasons - Demo Ski Package",475,0
"Ski Barn Ski Rental at Timberline Four Seasons - Demo Snowboard Package",476,0
"Ski Barn Ski Rental at Timberline Four Seasons - Basic Snowboard Package",477,0
"Ski Barn Ski Rental at Winterplace - Basic Snowboard Package",478,0
"Ski Barn Ski Rental at Winterplace - Demo Snowboard Package",479,0
"Ski Barn Ski Rental at Winterplace - Demo Ski Package",480,0
"Ski Barn Ski Rental at Winterplace - Sport Ski Package",481,0
"Ski Barn Ski Rental at Winterplace - Basic Ski Package",482,0
"Tamarack Resort Lift Tickets",483,0
"Tamarack Resort 1 Day Lift Tickets",484,0
"Cascade Mountain 1 Day Lift Tickets",485,0
"49 Degrees North Lift Tickets",486,0
"Apex Mountain 1 Day Lift Tickets",487,0
"49 Degrees North 1 Day Lift Tickets",488,0
"Holiday Valley 8 Hour Lift Tickets",489,0
"Diamond Peak 1 Day Lift Ticket + $10 Lunch Credit",490,0
"Ski Butlers Rental Delivery: Pro Line Package at Vail",491,0
"Sunlight Mountain 1 Day Lift Ticket + Ski Rental",492,0
"Lost Valley Lift Tickets",493,0
"Pro Line Ski Rental + Delivery at Jackson Hole",494,0
"High Performance Plus Ski Rental + Delivery at Jackson Hole",495,0
"High Performance Ski Rental + Delivery at Jackson Hole",496,0
"Sport Ski Rental + Delivery at Jackson Hole",497,0
"Performance Snowboard Rental + Delivery at Jackson Hole",498,0
"Ski Butlers Rental Delivery: Sport Snowboard Package at Steamboat",499,0
"Ski Butlers Rental Delivery: Pro Line Package Beaver Creek",500,0
"Ski Butlers Rental Delivery: Pro Line Package at Whistler",501,0
"Ski Butlers Rental Delivery: Pro Line Package at Heavenly",502,0
"Ski Butlers Rental Delivery: Pro Line Package at Deer Valley",503,0
"Ski Butlers Rental Delivery: Pro Line Package at Breckenridge",504,0
"Ski Butlers Rental Delivery: Pro Line Package at Telluride",505,0
"Ski Butlers Rental Delivery: Pro Line Package at Steamboat",506,0
"Big White 2 Day Lift Tickets",507,0
"Silver Star 2 Day Lift Tickets",508,0
"SB - Pro Line Ski Rental + Delivery at Vail",509,0
"SB - Pro Line Ski Rental + Delivery at Beaver Creek",510,0
"SB - Pro Line Ski Rental + Delivery at Telluride",511,0
"SB - Pro Line Ski Rental + Delivery at Heavenly",512,0
"Pro Line Ski Rental + Delivery at Steamboat",513,0
"Pro Line Ski Rental + Delivery at Deer Valley",514,0
"SB - Pro Line Ski Rental + Delivery at Breckenridge",515,0
"Ski Butlers Rental Delivery:  Pro Line Package at Whistler",516,0
"Whaleback 1 Day Lift Tickets",517,0
"Kirkwood 1 Day Lift Tickets",518,0
"Sport Snowboard Rental + Delivery at Jackson Hole",519,0
"SB - High Performance Ski Rental + Delivery at Breckenridge ",520,0
"SB - High Performance Ski Rental + Delivery at Beaver Creek",521,0
"High Performance Ski Rental + Delivery at Deer Valley",522,0
"SB - High Performance Ski Rental + Delivery at Heavenly",523,0
"High Performance Ski Rental + Delivery at Steamboat",524,0
"SB - High Performance Ski Rental + Delivery at Telluride",525,0
"SB - High Performance Ski Rental + Delivery at Vail",526,0
"High Performance Ski Rental + Delivery at Whistler Blackcomb",527,0
"SB -  High Performance Plus Ski Rental + Delivery at Beaver Creek - SB",528,0
"SB - High Performance Plus Ski Rental + Delivery at Breckenridge",529,0
"High Performance Plus Ski Rental + Delivery at Deer Valley",530,0
"SB - High Performance Plus Ski Rental + Delivery at Heavenly",531,0
"High Performance Plus Ski Rental + Delivery at Steamboat",532,0
"SB - High Performance Plus Ski Rental + Delivery at Telluride",533,0
"High Performance Plus Ski Rental + Delivery at Vail - SB",534,0
"High Performance Plus Ski Rental + Delivery at Whistler Blackcomb",535,0
"Whaleback Advanced Ski Clinic and Lunch with Olympian Evan Dybvig",536,0
"Gunstock Learn to Ski Package",537,0
"Mad River Glen 2-Day Lift Tickets",538,0
"Gore Mountain 2 Day Lift Tickets",539,0
"Gore Mountain 3 Day Lift Tickets",540,0
"SB - Sport Ski Rental + Delivery at Beaver Creek",541,0
"Sport Ski Rental + Delivery at Deer Valley",542,0
"SB - Sport Ski Rental + Delivery at Heavenly",543,0
"Sport Ski Rental + Delivery at Steamboat",544,0
"SB - Sport Ski Rental + Delivery at Telluride",545,0
"SB - Sport Ski Rental + Delivery at Vail",546,0
"Sport Ski Rental + Delivery at Whistler Blackcomb",547,0
"Seven Springs 1 Day Lift Tickets",548,0
"SB - Sport Snowboard Rental + Delivery at Beaver Creek",549,0
"SB - Sport Snowboard Rental + Delivery at Breckenridge",550,0
"Sport Snowboard Rental + Delivery at Deer Valley",551,0
"SB - Sport Snowboard Rental + Delivery at Heavenly",552,0
"Sport Snowboard Rental + Delivery at Steamboat",553,0
"Sb - Sport Snowboard Rental + Delivery at Telluride",554,0
"SB - Sport Snowboard Rental + Delivery at Vail",555,0
"Sport Snowboard Rental + Delivery Whistler Blackcomb",556,0
"SB - Performance Snowboard Rental + Delivery at Beaver Creek",557,0
"SB - Performance Snowboard Rental + Delivery at Breckenridge",558,0
"Performance Snowboard Rental + Delivery at Deer Valley",559,0
"SB - Performance Snowboard Rental + Delivery at Heavenly",560,0
"Performance Snowboard Rental + Delivery at Steamboat",561,0
"Sb - Performance Snowboard Rental + Delivery at Telluride",562,0
"SB - Performance Snowboard Rental + Delivery at Vail",563,0
"Performance Snowboard Rental + Delivery at Whistler Blackcomb",564,0
"Angel Fire 1 Day Lift Ticket + Ski Rental",565,0
"Angel Fire 1 Day Lift Ticket + Snowboard Rental",566,0
"Wisp Resort Lift Tickets",567,0
"Canaan Valley 1 Day Lift Ticket + $15 Lunch Voucher",568,0
"Canaan Valley Resort Lift Ticket + $15 Lunch Voucher}",569,0
"Canaan Valley Resort Season Pass",570,1
"SB - Sport Ski Rental + Delivery at Breckenridge",571,0
"Black Mountain (NH) 2 Day Lift Tickets",572,0
"Echo Mountain 1 Day Lift Ticket & Rental",573,0
"Echo Mountain Season Pass",574,1
"Ragged Mountain 2 Day Lift Tickets",575,0
"Sun Valley  2 of 3 Day Lift Tickets",576,0
"Mountain High Resort 2 Day Weekend Lift Tickets",577,0
"Mountain High Resort Lift + $10 Retail Credit",578,0
"Mountain High 1 Day Lift Ticket + $10 Food Credit",579,0
"Mountain High Resort Lift + Ski Rental",580,0
"Mountain High Resort Lift + Snowboard Rental",581,0
